File:         02packages.details.txt
URL:          http://www.perl.com/CPAN/modules/02packages.details.txt
Description:  Package names found in cpanfile.snapshot
Columns:      package name, version, path
Intended-For: Automated fetch routines, namespace documentation.
Written-By:   Carton v1.0.28
Net::DNS::DomainName1035           1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::DomainName2535           1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Header                   1875  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Mailbox                  1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Mailbox1035              1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Mailbox2535              1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Nameserver               1860  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Packet                   1865  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Parameters               1865  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Question                 1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Resolver                 1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Resolver::android        1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Resolver::Base           1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Resolver::cygwin         1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Resolver::MSWin32        1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Resolver::os2            1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Resolver::os390          1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Resolver::Recurse        1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Resolver::UNIX           1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR                       1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::A                    1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::AAAA                 1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::AFSDB                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::AMTRELAY             1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::APL                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::APL::Item            1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::CAA                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::CDNSKEY              1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::CDS                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::CERT                 1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::CNAME                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::CSYNC                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::DHCID                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::DNAME                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::DNSKEY               1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::DS                   1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::EUI48                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::EUI64                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::GPOS                 1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::HINFO                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::HIP                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::HTTPS                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::IPSECKEY             1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::ISDN                 1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::KEY                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::KX                   1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::L32                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::L64                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::LOC                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::LP                   1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::MB                   1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::MG                   1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::MINFO                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::MR                   1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::MX                   1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::NAPTR                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::NID                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::NS                   1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::NSEC                 1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::NSEC3                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::NSEC3PARAM           1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::NULL                 1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPENPGPKEY           1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT                  1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT::CHAIN           1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT::CLIENT_SUBNET   1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT::COOKIE          1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT::DAU             1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT::DHU             1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT::EXPIRE          1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT::EXTENDED_ERROR  1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT::KEY_TAG         1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT::N3U             1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT::PADDING         1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::OPT::TCP_KEEPALIVE   1864  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::PTR                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::PX                   1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::RP                   1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::RRSIG                1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::RT                   1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::SIG                  1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::SMIMEA               1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::SOA                  1875  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::SPF                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::SRV                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::SSHFP                1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::SVCB                 1875  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::TKEY                 1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::TLSA                 1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::TSIG                 1856  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::TXT                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::URI                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::X25                  1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::RR::ZONEMD               1857  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Text                     1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::Update                   1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::ZoneFile                 1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::ZoneFile::Generator      1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::DNS::ZoneFile::Text           1855  N/NL/NLNETLABS/Net-DNS-1.35.tar.gz
Net::EmptyPort                    undef  M/MI/MIYAGAWA/Test-TCP-2.22.tar.gz
Net::HTTP                          6.22  O/OA/OALDERS/Net-HTTP-6.22.tar.gz
Net::HTTP::Methods                 6.22  O/OA/OALDERS/Net-HTTP-6.22.tar.gz
Net::HTTP::NB                      6.22  O/OA/OALDERS/Net-HTTP-6.22.tar.gz
Net::HTTPS                         6.22  O/OA/OALDERS/Net-HTTP-6.22.tar.gz
Object::Signature                  1.08  E/ET/ETHER/Object-Signature-1.08.tar.gz
Object::Signature::File            1.08  E/ET/ETHER/Object-Signature-1.08.tar.gz
oo                                undef  H/HA/HAARG/Moo-2.005004.tar.gz
oose                             2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Package::DeprecationManager        0.17  D/DR/DROLSKY/Package-DeprecationManager-0.17.tar.gz
Package::Stash                     0.40  E/ET/ETHER/Package-Stash-0.40.tar.gz
Package::Stash::PP                 0.40  E/ET/ETHER/Package-Stash-0.40.tar.gz
Package::Stash::XS                 0.30  E/ET/ETHER/Package-Stash-XS-0.30.tar.gz
Params::Classify                  0.015  Z/ZE/ZEFRAM/Params-Classify-0.015.tar.gz
Params::Util                      1.102  R/RE/REHSACK/Params-Util-1.102.tar.gz
Params::Util::PP                  1.102  R/RE/REHSACK/Params-Util-1.102.tar.gz
Params::Validate                   1.31  D/DR/DROLSKY/Params-Validate-1.31.tar.gz
Params::Validate::Constants        1.31  D/DR/DROLSKY/Params-Validate-1.31.tar.gz
Params::Validate::PP               1.31  D/DR/DROLSKY/Params-Validate-1.31.tar.gz
Params::Validate::XS               1.31  D/DR/DROLSKY/Params-Validate-1.31.tar.gz
Params::ValidationCompiler         0.30  D/DR/DROLSKY/Params-ValidationCompiler-0.30.tar.gz
Params::ValidationCompiler::Compiler 0.30  D/DR/DROLSKY/Params-ValidationCompiler-0.30.tar.gz
Params::ValidationCompiler::Exceptions 0.30  D/DR/DROLSKY/Params-ValidationCompiler-0.30.tar.gz
Path::Class                        0.37  K/KW/KWILLIAMS/Path-Class-0.37.tar.gz
Path::Class::Dir                   0.37  K/KW/KWILLIAMS/Path-Class-0.37.tar.gz
Path::Class::Entity                0.37  K/KW/KWILLIAMS/Path-Class-0.37.tar.gz
Path::Class::File                  0.37  K/KW/KWILLIAMS/Path-Class-0.37.tar.gz
PerlIO::utf8_strict               0.010  L/LE/LEONT/PerlIO-utf8_strict-0.010.tar.gz
PerlIO::via::Timeout               0.32  D/DA/DAMS/PerlIO-via-Timeout-0.32.tar.gz
Plack                            1.0050  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::App::Cascade               undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::App::CGIBin                undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::App::Directory             undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::App::File                  undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::App::PSGIBin               undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::App::URLMap                undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::App::WrapCGI               undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Builder                    undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Component                  undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Handler                    undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Handler::Apache1           undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Handler::Apache2           undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Handler::Apache2::Registry undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Handler::CGI               undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Handler::CGI::Writer       undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Handler::FCGI              undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Handler::HTTP::Server::PSGI undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Handler::Standalone        undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::HTTPParser                 undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::HTTPParser::PP             undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Loader                     undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Loader::Delayed            undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Loader::Restarter          undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Loader::Shotgun            undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::LWPish                     undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware                 undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::AccessLog      undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::AccessLog::Timed undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::Auth::Basic    undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::BufferedStreaming undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::Chunked        undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::Conditional    undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::ConditionalGET undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::ContentLength  undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::ContentMD5     undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::ErrorDocument  undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::FixMissingBodyInRedirect 0.12  S/SW/SWEETKID/Plack-Middleware-FixMissingBodyInRedirect-0.12.tar.gz
Plack::Middleware::Head           undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::HTTPExceptions undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::IIS6ScriptNameFix undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::IIS7KeepAliveFix undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::JSONP          undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::LighttpdScriptNameFix undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::Lint           undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::Log4perl       undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::LogDispatch    undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::MethodOverride  0.20  M/MI/MIYAGAWA/Plack-Middleware-MethodOverride-0.20.tar.gz
Plack::Middleware::NullLogger     undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::RearrangeHeaders undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::Recursive      undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::Refresh        undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::RemoveRedundantBody 0.09  S/SW/SWEETKID/Plack-Middleware-RemoveRedundantBody-0.09.tar.gz
Plack::Middleware::ReverseProxy    0.16  M/MI/MIYAGAWA/Plack-Middleware-ReverseProxy-0.16.tar.gz
Plack::Middleware::ReviseEnv      0.004  P/PO/POLETTIX/Plack-Middleware-ReviseEnv-0.004.tar.gz
Plack::Middleware::Runtime        undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::SimpleContentFilter undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::SimpleLogger   undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::StackTrace     undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::Static         undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::XFramework     undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Middleware::XSendfile      undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::MIME                       undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Recursive::ForwardRequest  undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Request                   1.0050  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Request::Upload            undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Response                  1.0050  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Runner                     undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::TempBuffer                 undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Test                       undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Test::ExternalServer        0.02  E/ET/ETHER/Plack-Test-ExternalServer-0.02.tar.gz
Plack::Test::MockHTTP             undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Test::Server               undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Test::Suite                undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Util                       undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Util::Accessor             undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Util::IOWithPath           undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
Plack::Util::Prototype            undef  M/MI/MIYAGAWA/Plack-1.0050.tar.gz
POSIX::strftime::Compiler          0.44  K/KA/KAZEBURO/POSIX-strftime-Compiler-0.44.tar.gz
Readonly                           2.05  S/SA/SANKO/Readonly-2.05.tar.gz
Readonly::Array                   undef  S/SA/SANKO/Readonly-2.05.tar.gz
Readonly::Hash                    undef  S/SA/SANKO/Readonly-2.05.tar.gz
Readonly::Scalar                  undef  S/SA/SANKO/Readonly-2.05.tar.gz
Redis                             1.999  D/DA/DAMS/Redis-1.999.tar.gz
Redis::Fast                        0.35  S/SH/SHOGO/Redis-Fast-0.35.tar.gz
Redis::Fast::Hash                 undef  S/SH/SHOGO/Redis-Fast-0.35.tar.gz
Redis::Fast::List                 undef  S/SH/SHOGO/Redis-Fast-0.35.tar.gz
Redis::Fast::Sentinel             undef  S/SH/SHOGO/Redis-Fast-0.35.tar.gz
Redis::Hash                       1.999  D/DA/DAMS/Redis-1.999.tar.gz
Redis::List                       1.999  D/DA/DAMS/Redis-1.999.tar.gz
Redis::Sentinel                   1.999  D/DA/DAMS/Redis-1.999.tar.gz
Regexp::Common                 2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::_support       2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::balanced       2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::CC             2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::comment        2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::delimited      2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::Entry          2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::lingua         2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::list           2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::net            2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::number         2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::profanity      2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::SEN            2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI            2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::fax       2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::file      2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::ftp       2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::gopher    2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::http      2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::news      2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::pop       2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::prospero  2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::RFC1035   2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::RFC1738   2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::RFC1808   2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::RFC2384   2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::RFC2396   2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::RFC2806   2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::tel       2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::telnet    2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::tv        2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::URI::wais      2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::whitespace     2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Regexp::Common::zip            2017060201  A/AB/ABIGAIL/Regexp-Common-2017060201.tar.gz
Reply::Plugin::TypeTiny        2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Role::Tiny                     2.002004  H/HA/HAARG/Role-Tiny-2.002004.tar.gz
Role::Tiny::With               2.002004  H/HA/HAARG/Role-Tiny-2.002004.tar.gz
Safe::Isa                      1.000010  E/ET/ETHER/Safe-Isa-1.000010.tar.gz
Scalar::String                    0.003  Z/ZE/ZEFRAM/Scalar-String-0.003.tar.gz
Scalar::Util                       1.63  P/PE/PEVANS/Scalar-List-Utils-1.63.tar.gz
Session::Token                    1.503  F/FR/FRACTAL/Session-Token-1.503.tar.gz
Specio                             0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Coercion                   0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::AnyCan         0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::AnyDoes        0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::AnyIsa         0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Enum           0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Intersection   0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::ObjectCan      0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::ObjectDoes     0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::ObjectIsa      0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Parameterizable 0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Parameterized  0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Role::CanType  0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Role::DoesType 0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Role::Interface 0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Role::IsaType  0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Simple         0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Structurable   0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Structured     0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Constraint::Union          0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Declare                    0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::DeclaredAt                 0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Exception                  0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Exporter                   0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Helpers                    0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Library::Builtins          0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Library::Numeric           0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Library::Perl              0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Library::String            0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Library::Structured        0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Library::Structured::Dict  0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Library::Structured::Map   0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Library::Structured::Tuple 0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::OO                         0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::PartialDump                0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Registry                   0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
Specio::Role::Inlinable            0.48  D/DR/DROLSKY/Specio-0.48.tar.gz
